card_id,card_name,expansion,collection_no,table_page,image_page,width,height,format,image_path,id_only_path
694,Steelix,MEG,93,22,733,660,920,jpg,named/0694_Steelix_MEG_93.jpg,by_id/694.jpg
695,Mega Mawile ex,MEG,94,22,734,660,920,jpg,named/0695_Mega_Mawile_ex_MEG_94.jpg,by_id/695.jpg
696,Dialga,MEG,95,22,735,660,920,jpg,named/0696_Dialga_MEG_95.jpg,by_id/696.jpg
697,Tinkatink,MEG,96,22,736,660,920,jpg,named/0697_Tinkatink_MEG_96.jpg,by_id/697.jpg
698,Tinkatuff,MEG,97,22,737,660,920,jpg,named/0698_Tinkatuff_MEG_97.jpg,by_id/698.jpg
699,Tinkaton,MEG,98,22,738,660,920,jpg,named/0699_Tinkaton_MEG_98.jpg,by_id/699.jpg
700,Gholdengo,MEG,99,22,739,660,920,jpg,named/0700_Gholdengo_MEG_99.jpg,by_id/700.jpg
701,Spearow,MEG,102,22,740,660,920,jpg,named/0701_Spearow_MEG_102.jpg,by_id/701.jpg
702,Fearow,MEG,103,22,741,660,920,jpg,named/0702_Fearow_MEG_103.jpg,by_id/702.jpg
703,Miltank,MEG,106,22,742,660,920,jpg,named/0703_Miltank_MEG_106.jpg,by_id/703.jpg
704,Yungoos,MEG,109,22,743,660,920,jpg,named/0704_Yungoos_MEG_109.jpg,by_id/704.jpg
705,Gumshoos,MEG,110,22,744,660,920,jpg,named/0705_Gumshoos_MEG_110.jpg,by_id/705.jpg
706,Tangela,MEG,6,22,745,660,920,jpg,named/0706_Tangela_MEG_6.jpg,by_id/706.jpg
707,Tangrowth,MEG,7,22,746,660,920,jpg,named/0707_Tangrowth_MEG_7.jpg,by_id/707.jpg
708,Chikorita,MEG,8,22,747,660,920,jpg,named/0708_Chikorita_MEG_8.jpg,by_id/708.jpg
709,Bayleef,MEG,9,22,748,660,920,jpg,named/0709_Bayleef_MEG_9.jpg,by_id/709.jpg
710,Meganium,MEG,10,22,749,660,920,jpg,named/0710_Meganium_MEG_10.jpg,by_id/710.jpg
711,Shuckle,MEG,11,22,750,660,920,jpg,named/0711_Shuckle_MEG_11.jpg,by_id/711.jpg
712,Nincada,MEG,16,22,751,660,920,jpg,named/0712_Nincada_MEG_16.jpg,by_id/712.jpg
713,Ninjask,MEG,17,22,752,660,920,jpg,named/0713_Ninjask_MEG_17.jpg,by_id/713.jpg
714,Dhelmise,MEG,18,22,753,660,920,jpg,named/0714_Dhelmise_MEG_18.jpg,by_id/714.jpg
715,Litleo,MEG,23,22,754,660,920,jpg,named/0715_Litleo_MEG_23.jpg,by_id/715.jpg
716,Pyroar,MEG,24,22,755,660,920,jpg,named/0716_Pyroar_MEG_24.jpg,by_id/716.jpg
717,Sizzlipede,MEG,29,22,756,660,920,jpg,named/0717_Sizzlipede_MEG_29.jpg,by_id/717.jpg
718,Centiskorch,MEG,30,22,757,660,920,jpg,named/0718_Centiskorch_MEG_30.jpg,by_id/718.jpg
719,Chi-Yu,MEG,31,22,758,660,920,jpg,named/0719_Chi-Yu_MEG_31.jpg,by_id/719.jpg
720,Mantine,MEG,32,22,759,660,920,jpg,named/0720_Mantine_MEG_32.jpg,by_id/720.jpg
721,Kyogre,MEG,34,22,760,660,920,jpg,named/0721_Kyogre_MEG_34.jpg,by_id/721.jpg
722,Snover,MEG,35,22,761,660,920,jpg,named/0722_Snover_MEG_35.jpg,by_id/722.jpg
723,Mega Abomasnow ex,MEG,36,22,762,660,920,jpg,named/0723_Mega_Abomasnow_ex_MEG_36.jpg,by_id/723.jpg
724,Clauncher,MEG,37,22,763,660,920,jpg,named/0724_Clauncher_MEG_37.jpg,by_id/724.jpg
725,Clawitzer,MEG,38,22,764,660,920,jpg,named/0725_Clawitzer_MEG_38.jpg,by_id/725.jpg
726,Sobble,MEG,39,22,765,660,920,jpg,named/0726_Sobble_MEG_39.jpg,by_id/726.jpg
727,Drizzile,MEG,40,23,766,660,920,jpg,named/0727_Drizzile_MEG_40.jpg,by_id/727.jpg
728,Inteleon,MEG,41,23,767,660,920,jpg,named/0728_Inteleon_MEG_41.jpg,by_id/728.jpg
729,Snom,MEG,42,23,768,660,920,jpg,named/0729_Snom_MEG_42.jpg,by_id/729.jpg
730,Frosmoth,MEG,43,23,769,660,920,jpg,named/0730_Frosmoth_MEG_43.jpg,by_id/730.jpg
731,Eiscue,MEG,44,23,770,660,920,jpg,named/0731_Eiscue_MEG_44.jpg,by_id/731.jpg
732,Magnemite,MEG,45,23,771,660,920,jpg,named/0732_Magnemite_MEG_45.jpg,by_id/732.jpg
733,Magneton,MEG,46,23,772,660,920,jpg,named/0733_Magneton_MEG_46.jpg,by_id/733.jpg
734,Magnezone,MEG,47,23,773,660,920,jpg,named/0734_Magnezone_MEG_47.jpg,by_id/734.jpg
735,Raikou,MEG,48,23,774,660,920,jpg,named/0735_Raikou_MEG_48.jpg,by_id/735.jpg
736,Electrike,MEG,49,23,775,660,920,jpg,named/0736_Electrike_MEG_49.jpg,by_id/736.jpg
737,Mega Manectric ex,MEG,50,23,776,660,920,jpg,named/0737_Mega_Manectric_ex_MEG_50.jpg,by_id/737.jpg
738,Pachirisu,MEG,51,23,777,660,920,jpg,named/0738_Pachirisu_MEG_51.jpg,by_id/738.jpg
739,Helioptile,MEG,52,23,778,660,920,jpg,named/0739_Helioptile_MEG_52.jpg,by_id/739.jpg
740,Heliolisk,MEG,53,23,779,660,920,jpg,named/0740_Heliolisk_MEG_53.jpg,by_id/740.jpg
741,Abra,MEG,54,23,780,660,920,jpg,named/0741_Abra_MEG_54.jpg,by_id/741.jpg
742,Kadabra,MEG,55,23,781,660,920,jpg,named/0742_Kadabra_MEG_55.jpg,by_id/742.jpg
743,Alakazam,MEG,56,23,782,660,920,jpg,named/0743_Alakazam_MEG_56.jpg,by_id/743.jpg
744,Jynx,MEG,57,23,783,660,920,jpg,named/0744_Jynx_MEG_57.jpg,by_id/744.jpg
745,Ralts,MEG,58,23,784,660,920,jpg,named/0745_Ralts_MEG_58.jpg,by_id/745.jpg
746,Kirlia,MEG,59,23,785,660,920,jpg,named/0746_Kirlia_MEG_59.jpg,by_id/746.jpg
747,Mega Gardevoir ex,MEG,60,23,786,660,920,jpg,named/0747_Mega_Gardevoir_ex_MEG_60.jpg,by_id/747.jpg
748,Shedinja,MEG,61,23,787,660,920,jpg,named/0748_Shedinja_MEG_61.jpg,by_id/748.jpg
749,Spoink,MEG,62,23,788,660,920,jpg,named/0749_Spoink_MEG_62.jpg,by_id/749.jpg
750,Grumpig,MEG,63,23,789,660,920,jpg,named/0750_Grumpig_MEG_63.jpg,by_id/750.jpg
751,Xerneas,MEG,64,23,790,660,920,jpg,named/0751_Xerneas_MEG_64.jpg,by_id/751.jpg
752,Greavard,MEG,65,23,791,660,920,jpg,named/0752_Greavard_MEG_65.jpg,by_id/752.jpg
753,Houndstone,MEG,66,23,792,660,920,jpg,named/0753_Houndstone_MEG_66.jpg,by_id/753.jpg
754,Mega Latias ex,MEG,100,23,793,660,920,jpg,named/0754_Mega_Latias_ex_MEG_100.jpg,by_id/754.jpg
755,Latios,MEG,101,23,794,660,920,jpg,named/0755_Latios_MEG_101.jpg,by_id/755.jpg
756,Mega Kangaskhan ex,MEG,104,23,795,660,920,jpg,named/0756_Mega_Kangaskhan_ex_MEG_104.jpg,by_id/756.jpg
757,Delibird,MEG,105,23,796,660,920,jpg,named/0757_Delibird_MEG_105.jpg,by_id/757.jpg
758,Buneary,MEG,107,23,797,660,920,jpg,named/0758_Buneary_MEG_107.jpg,by_id/758.jpg
759,Lopunny,MEG,108,23,798,660,920,jpg,named/0759_Lopunny_MEG_108.jpg,by_id/759.jpg
760,Stufful,MEG,111,24,799,660,920,jpg,named/0760_Stufful_MEG_111.jpg,by_id/760.jpg
761,Bewear,MEG,112,24,800,660,920,jpg,named/0761_Bewear_MEG_112.jpg,by_id/761.jpg
762,Snubbull,PFL,37,24,801,660,920,jpg,named/0762_Snubbull_PFL_37.jpg,by_id/762.jpg
763,Granbull,PFL,38,24,802,660,920,jpg,named/0763_Granbull_PFL_38.jpg,by_id/763.jpg
764,Cresselia,PFL,39,24,803,660,920,jpg,named/0764_Cresselia_PFL_39.jpg,by_id/764.jpg
765,Meloetta,PFL,40,24,804,660,920,jpg,named/0765_Meloetta_PFL_40.jpg,by_id/765.jpg
766,Mega Diancie ex,PFL,41,24,805,660,920,jpg,named/0766_Mega_Diancie_ex_PFL_41.jpg,by_id/766.jpg
767,Mimikyu,PFL,42,24,806,660,920,jpg,named/0767_Mimikyu_PFL_42.jpg,by_id/767.jpg
768,Milcery,PFL,43,24,807,660,920,jpg,named/0768_Milcery_PFL_43.jpg,by_id/768.jpg
769,Alcremie,PFL,44,24,808,660,920,jpg,named/0769_Alcremie_PFL_44.jpg,by_id/769.jpg
770,Gastly,PFL,54,24,809,660,920,jpg,named/0770_Gastly_PFL_54.jpg,by_id/770.jpg
771,Haunter,PFL,55,24,810,660,920,jpg,named/0771_Haunter_PFL_55.jpg,by_id/771.jpg
772,Mega Gengar ex,PFL,56,24,811,660,920,jpg,named/0772_Mega_Gengar_ex_PFL_56.jpg,by_id/772.jpg
773,Murkrow,PFL,57,24,812,660,920,jpg,named/0773_Murkrow_PFL_57.jpg,by_id/773.jpg
774,Honchkrow,PFL,58,24,813,660,920,jpg,named/0774_Honchkrow_PFL_58.jpg,by_id/774.jpg
775,Sableye,PFL,59,24,814,660,920,jpg,named/0775_Sableye_PFL_59.jpg,by_id/775.jpg
776,Absol,PFL,63,24,815,660,920,jpg,named/0776_Absol_PFL_63.jpg,by_id/776.jpg
777,Eternatus,PFL,69,24,816,660,920,jpg,named/0777_Eternatus_PFL_69.jpg,by_id/777.jpg
778,Oddish,PFL,1,24,817,660,920,jpg,named/0778_Oddish_PFL_1.jpg,by_id/778.jpg
779,Gloom,PFL,2,24,818,660,920,jpg,named/0779_Gloom_PFL_2.jpg,by_id/779.jpg
780,Vileplume,PFL,3,24,819,660,920,jpg,named/0780_Vileplume_PFL_3.jpg,by_id/780.jpg
781,Mega Heracross ex,PFL,4,24,820,660,920,jpg,named/0781_Mega_Heracross_ex_PFL_4.jpg,by_id/781.jpg
782,Lotad,PFL,5,24,821,660,920,jpg,named/0782_Lotad_PFL_5.jpg,by_id/782.jpg
783,Lombre,PFL,6,24,822,660,920,jpg,named/0783_Lombre_PFL_6.jpg,by_id/783.jpg
784,Ludicolo,PFL,7,24,823,660,920,jpg,named/0784_Ludicolo_PFL_7.jpg,by_id/784.jpg
785,Genesect,PFL,8,24,824,660,920,jpg,named/0785_Genesect_PFL_8.jpg,by_id/785.jpg
786,Nymble,PFL,9,24,825,660,920,jpg,named/0786_Nymble_PFL_9.jpg,by_id/786.jpg
787,Lokix,PFL,10,24,826,660,920,jpg,named/0787_Lokix_PFL_10.jpg,by_id/787.jpg
788,Charmander,PFL,11,24,827,660,920,jpg,named/0788_Charmander_PFL_11.jpg,by_id/788.jpg
789,Charmeleon,PFL,12,24,828,660,920,jpg,named/0789_Charmeleon_PFL_12.jpg,by_id/789.jpg
790,Mega Charizard X ex,PFL,13,24,829,660,920,jpg,named/0790_Mega_Charizard_X_ex_PFL_13.jpg,by_id/790.jpg
791,Moltres,PFL,14,24,830,660,920,jpg,named/0791_Moltres_PFL_14.jpg,by_id/791.jpg
792,Darumaka,PFL,15,24,831,660,920,jpg,named/0792_Darumaka_PFL_15.jpg,by_id/792.jpg
793,Darmanitan,PFL,16,25,832,660,920,jpg,named/0793_Darmanitan_PFL_16.jpg,by_id/793.jpg
794,Reshiram,PFL,17,25,833,660,920,jpg,named/0794_Reshiram_PFL_17.jpg,by_id/794.jpg
795,Oricorio ex,PFL,18,25,834,660,920,jpg,named/0795_Oricorio_ex_PFL_18.jpg,by_id/795.jpg
796,Charcadet,PFL,19,25,835,660,920,jpg,named/0796_Charcadet_PFL_19.jpg,by_id/796.jpg
797,Ceruledge,PFL,20,25,836,660,920,jpg,named/0797_Ceruledge_PFL_20.jpg,by_id/797.jpg
798,Seel,PFL,21,25,837,660,920,jpg,named/0798_Seel_PFL_21.jpg,by_id/798.jpg
799,Dewgong,PFL,22,25,838,660,920,jpg,named/0799_Dewgong_PFL_22.jpg,by_id/799.jpg
800,Swinub,PFL,23,25,839,660,920,jpg,named/0800_Swinub_PFL_23.jpg,by_id/800.jpg
801,Piloswine,PFL,24,25,840,660,920,jpg,named/0801_Piloswine_PFL_24.jpg,by_id/801.jpg
802,Mamoswine,PFL,25,25,841,660,920,jpg,named/0802_Mamoswine_PFL_25.jpg,by_id/802.jpg
803,Suicune,PFL,26,25,842,660,920,jpg,named/0803_Suicune_PFL_26.jpg,by_id/803.jpg
804,Piplup,PFL,27,25,843,660,920,jpg,named/0804_Piplup_PFL_27.jpg,by_id/804.jpg
805,Prinplup,PFL,28,25,844,660,920,jpg,named/0805_Prinplup_PFL_28.jpg,by_id/805.jpg
806,Rotom ex,PFL,29,25,845,660,920,jpg,named/0806_Rotom_ex_PFL_29.jpg,by_id/806.jpg
807,Yamper,PFL,30,25,846,660,920,jpg,named/0807_Yamper_PFL_30.jpg,by_id/807.jpg
808,Boltund,PFL,31,25,847,660,920,jpg,named/0808_Boltund_PFL_31.jpg,by_id/808.jpg
809,Pawmi,PFL,32,25,848,660,920,jpg,named/0809_Pawmi_PFL_32.jpg,by_id/809.jpg
810,Pawmo,PFL,33,25,849,660,920,jpg,named/0810_Pawmo_PFL_33.jpg,by_id/810.jpg
811,Pawmot,PFL,34,25,850,660,920,jpg,named/0811_Pawmot_PFL_34.jpg,by_id/811.jpg
812,Misdreavus,PFL,35,25,851,660,920,jpg,named/0812_Misdreavus_PFL_35.jpg,by_id/812.jpg
813,Mismagius ex,PFL,36,25,852,660,920,jpg,named/0813_Mismagius_ex_PFL_36.jpg,by_id/813.jpg
814,Cottonee,PROMO,18,25,853,451,630,jpg,named/0814_Cottonee_PROMO_18.jpg,by_id/814.jpg
815,Whimsicott,PROMO,19,25,854,451,630,jpg,named/0815_Whimsicott_PROMO_19.jpg,by_id/815.jpg
816,Zacian,PFL,45,25,855,660,920,jpg,named/0816_Zacian_PFL_45.jpg,by_id/816.jpg
817,Bramblin,PFL,46,25,856,660,920,jpg,named/0817_Bramblin_PFL_46.jpg,by_id/817.jpg
818,Brambleghast,PFL,47,25,857,660,920,jpg,named/0818_Brambleghast_PFL_47.jpg,by_id/818.jpg
819,Paldean Tauros,PFL,48,25,858,660,920,jpg,named/0819_Paldean_Tauros_PFL_48.jpg,by_id/819.jpg
820,Gligar,PFL,49,25,859,660,920,jpg,named/0820_Gligar_PFL_49.jpg,by_id/820.jpg
821,Gliscor,PFL,50,25,860,660,920,jpg,named/0821_Gliscor_PFL_50.jpg,by_id/821.jpg
822,Trapinch,PFL,51,25,861,660,920,jpg,named/0822_Trapinch_PFL_51.jpg,by_id/822.jpg
823,Vibrava,PFL,52,25,862,660,920,jpg,named/0823_Vibrava_PFL_52.jpg,by_id/823.jpg
824,Flygon,PFL,53,25,863,660,920,jpg,named/0824_Flygon_PFL_53.jpg,by_id/824.jpg
825,Sneasel,PROMO,20,25,864,451,630,jpg,named/0825_Sneasel_PROMO_20.jpg,by_id/825.jpg
826,Weavile,PROMO,21,26,865,451,630,jpg,named/0826_Weavile_PROMO_21.jpg,by_id/826.jpg
827,Carvanha,PFL,60,26,866,660,920,jpg,named/0827_Carvanha_PFL_60.jpg,by_id/827.jpg
828,Mega Sharpedo ex,PFL,61,26,867,660,920,jpg,named/0828_Mega_Sharpedo_ex_PFL_61.jpg,by_id/828.jpg
829,Seviper,PFL,62,26,868,660,920,jpg,named/0829_Seviper_PFL_62.jpg,by_id/829.jpg
830,Sandile,PFL,64,26,869,660,920,jpg,named/0830_Sandile_PFL_64.jpg,by_id/830.jpg
831,Krokorok,PFL,65,26,870,660,920,jpg,named/0831_Krokorok_PFL_65.jpg,by_id/831.jpg
832,Krookodile,PFL,66,26,871,660,920,jpg,named/0832_Krookodile_PFL_66.jpg,by_id/832.jpg
833,Toxel,PFL,67,26,872,660,920,jpg,named/0833_Toxel_PFL_67.jpg,by_id/833.jpg
834,Toxtricity,PFL,68,26,873,660,920,jpg,named/0834_Toxtricity_PFL_68.jpg,by_id/834.jpg
835,Empoleon ex,PFL,70,26,874,660,920,jpg,named/0835_Empoleon_ex_PFL_70.jpg,by_id/835.jpg
836,Bronzor,PFL,71,26,875,660,920,jpg,named/0836_Bronzor_PFL_71.jpg,by_id/836.jpg
837,Bronzong,PFL,72,26,876,660,920,jpg,named/0837_Bronzong_PFL_72.jpg,by_id/837.jpg
838,Togedemaru,PFL,73,26,877,660,920,jpg,named/0838_Togedemaru_PFL_73.jpg,by_id/838.jpg
839,Duraludon,PFL,74,26,878,660,920,jpg,named/0839_Duraludon_PFL_74.jpg,by_id/839.jpg
840,Archaludon,PFL,75,26,879,660,920,jpg,named/0840_Archaludon_PFL_75.jpg,by_id/840.jpg
841,Jigglypuff,PFL,76,26,880,660,920,jpg,named/0841_Jigglypuff_PFL_76.jpg,by_id/841.jpg
842,Wigglytuff,PFL,77,26,881,660,920,jpg,named/0842_Wigglytuff_PFL_77.jpg,by_id/842.jpg
843,Aipom,PFL,78,26,882,660,920,jpg,named/0843_Aipom_PFL_78.jpg,by_id/843.jpg
844,Ambipom,PFL,79,26,883,660,920,jpg,named/0844_Ambipom_PFL_79.jpg,by_id/844.jpg
845,Smeargle,PFL,80,26,884,660,920,jpg,named/0845_Smeargle_PFL_80.jpg,by_id/845.jpg
846,Zigzagoon,PFL,81,26,885,660,920,jpg,named/0846_Zigzagoon_PFL_81.jpg,by_id/846.jpg
847,Linoone,PFL,82,26,886,660,920,jpg,named/0847_Linoone_PFL_82.jpg,by_id/847.jpg
848,Buneary,PFL,83,26,887,660,920,jpg,named/0848_Buneary_PFL_83.jpg,by_id/848.jpg
849,Mega Lopunny ex,PFL,84,26,888,660,920,jpg,named/0849_Mega_Lopunny_ex_PFL_84.jpg,by_id/849.jpg
850,Wurmple,ASC,11,26,889,660,920,jpg,named/0850_Wurmple_ASC_11.jpg,by_id/850.jpg
851,Silcoon,ASC,12,26,890,660,920,jpg,named/0851_Silcoon_ASC_12.jpg,by_id/851.jpg
852,Beautifly,ASC,13,26,891,660,920,jpg,named/0852_Beautifly_ASC_13.jpg,by_id/852.jpg
853,Cascoon,ASC,14,26,892,660,920,jpg,named/0853_Cascoon_ASC_14.jpg,by_id/853.jpg
854,Dustox,ASC,15,26,893,660,920,jpg,named/0854_Dustox_ASC_15.jpg,by_id/854.jpg
855,Entei,ASC,25,26,894,660,920,jpg,named/0855_Entei_ASC_25.jpg,by_id/855.jpg
856,Numel,ASC,27,26,895,660,920,jpg,named/0856_Numel_ASC_27.jpg,by_id/856.jpg
857,Camerupt,ASC,28,26,896,660,920,jpg,named/0857_Camerupt_ASC_28.jpg,by_id/857.jpg
858,Psyduck,ASC,39,26,897,660,920,jpg,named/0858_Psyduck_ASC_39.jpg,by_id/858.jpg
859,Golduck,ASC,40,27,898,660,920,jpg,named/0859_Golduck_ASC_40.jpg,by_id/859.jpg
860,Snorunt,ASC,46,27,899,660,920,jpg,named/0860_Snorunt_ASC_46.jpg,by_id/860.jpg
861,Mega Froslass ex,ASC,47,27,900,660,920,jpg,named/0861_Mega_Froslass_ex_ASC_47.jpg,by_id/861.jpg
862,N's Vanillite,ASC,49,27,901,660,920,jpg,named/0862_N's_Vanillite_ASC_49.jpg,by_id/862.jpg
863,N's Vanillish,ASC,50,27,902,660,920,jpg,named/0863_N's_Vanillish_ASC_50.jpg,by_id/863.jpg
864,N's Vanilluxe,ASC,51,27,903,660,920,jpg,named/0864_N's_Vanilluxe_ASC_51.jpg,by_id/864.jpg
865,Snom,ASC,52,27,904,660,920,jpg,named/0865_Snom_ASC_52.jpg,by_id/865.jpg
866,Frosmoth,ASC,53,27,905,660,920,jpg,named/0866_Frosmoth_ASC_53.jpg,by_id/866.jpg
867,Glastrier,ASC,54,27,906,660,920,jpg,named/0867_Glastrier_ASC_54.jpg,by_id/867.jpg
868,Mega Eelektross ex,ASC,61,27,907,660,920,jpg,named/0868_Mega_Eelektross_ex_ASC_61.jpg,by_id/868.jpg
869,Stunfisk,ASC,62,27,908,660,920,jpg,named/0869_Stunfisk_ASC_62.jpg,by_id/869.jpg
870,Helioptile,ASC,63,27,909,660,920,jpg,named/0870_Helioptile_ASC_63.jpg,by_id/870.jpg
871,Heliolisk,ASC,64,27,910,660,920,jpg,named/0871_Heliolisk_ASC_64.jpg,by_id/871.jpg
872,Tapu Koko,ASC,67,27,911,660,920,jpg,named/0872_Tapu_Koko_ASC_67.jpg,by_id/872.jpg
873,Team Rocket's Exeggcute,ASC,77,27,912,660,920,jpg,named/0873_Team_Rocket's_Exeggcute_ASC_77.jpg,by_id/873.jpg
874,Team Rocket's Exeggutor,ASC,78,27,913,660,920,jpg,named/0874_Team_Rocket's_Exeggutor_ASC_78.jpg,by_id/874.jpg
875,Misdreavus,ASC,85,27,914,660,920,jpg,named/0875_Misdreavus_ASC_85.jpg,by_id/875.jpg
876,Mismagius,ASC,86,27,915,660,920,jpg,named/0876_Mismagius_ASC_86.jpg,by_id/876.jpg
877,Rotom,ASC,92,27,916,660,920,jpg,named/0877_Rotom_ASC_92.jpg,by_id/877.jpg
878,Hop's Phantump,ASC,95,27,917,660,920,jpg,named/0878_Hop's_Phantump_ASC_95.jpg,by_id/878.jpg
879,Hop's Trevenant,ASC,96,27,918,660,920,jpg,named/0879_Hop's_Trevenant_ASC_96.jpg,by_id/879.jpg
880,Spectrier,ASC,98,27,919,660,920,jpg,named/0880_Spectrier_ASC_98.jpg,by_id/880.jpg
881,Team Rocket's Diglett,ASC,100,27,920,660,920,jpg,named/0881_Team_Rocket's_Diglett_ASC_100.jpg,by_id/881.jpg
882,Team Rocket's Dugtrio,ASC,101,27,921,660,920,jpg,named/0882_Team_Rocket's_Dugtrio_ASC_101.jpg,by_id/882.jpg
883,Meditite,ASC,103,27,922,660,920,jpg,named/0883_Meditite_ASC_103.jpg,by_id/883.jpg
884,Medicham,ASC,104,27,923,660,920,jpg,named/0884_Medicham_ASC_104.jpg,by_id/884.jpg
885,Pancham,ASC,115,27,924,660,920,jpg,named/0885_Pancham_ASC_115.jpg,by_id/885.jpg
886,Mega Hawlucha ex,ASC,116,27,925,660,920,jpg,named/0886_Mega_Hawlucha_ex_ASC_116.jpg,by_id/886.jpg
887,Rolycoly,ASC,118,27,926,660,920,jpg,named/0887_Rolycoly_ASC_118.jpg,by_id/887.jpg
888,Carkol,ASC,119,27,927,660,920,jpg,named/0888_Carkol_ASC_119.jpg,by_id/888.jpg
889,Coalossal,ASC,120,27,928,660,920,jpg,named/0889_Coalossal_ASC_120.jpg,by_id/889.jpg
890,Okidogi,ASC,122,27,929,660,920,jpg,named/0890_Okidogi_ASC_122.jpg,by_id/890.jpg
891,Team Rocket's Honchkrow,ASC,127,27,930,660,920,jpg,named/0891_Team_Rocket's_Honchkrow_ASC_127.jpg,by_id/891.jpg
892,Galarian Zigzagoon,ASC,130,28,931,660,920,jpg,named/0892_Galarian_Zigzagoon_ASC_130.jpg,by_id/892.jpg
893,Galarian Linoone,ASC,131,28,932,660,920,jpg,named/0893_Galarian_Linoone_ASC_131.jpg,by_id/893.jpg
894,Galarian Obstagoon,ASC,132,28,933,660,920,jpg,named/0894_Galarian_Obstagoon_ASC_132.jpg,by_id/894.jpg
895,Scraggy,ASC,134,28,934,660,920,jpg,named/0895_Scraggy_ASC_134.jpg,by_id/895.jpg
896,Mega Scrafty ex,ASC,135,28,935,660,920,jpg,named/0896_Mega_Scrafty_ex_ASC_135.jpg,by_id/896.jpg
897,Pangoro,ASC,140,28,936,660,920,jpg,named/0897_Pangoro_ASC_140.jpg,by_id/897.jpg
898,Pecharunt,ASC,143,28,937,660,920,jpg,named/0898_Pecharunt_ASC_143.jpg,by_id/898.jpg
899,Pawniard,ASC,146,28,938,660,920,jpg,named/0899_Pawniard_ASC_146.jpg,by_id/899.jpg
900,Bisharp,ASC,147,28,939,660,920,jpg,named/0900_Bisharp_ASC_147.jpg,by_id/900.jpg
901,Kingambit,ASC,148,28,940,660,920,jpg,named/0901_Kingambit_ASC_148.jpg,by_id/901.jpg
902,Dratini,ASC,150,28,941,660,920,jpg,named/0902_Dratini_ASC_150.jpg,by_id/902.jpg
903,Dragonair,ASC,151,28,942,660,920,jpg,named/0903_Dragonair_ASC_151.jpg,by_id/903.jpg
904,Mega Dragonite ex,ASC,152,28,943,660,920,jpg,named/0904_Mega_Dragonite_ex_ASC_152.jpg,by_id/904.jpg
905,Rayquaza,ASC,153,28,944,660,920,jpg,named/0905_Rayquaza_ASC_153.jpg,by_id/905.jpg
906,N's Zekrom,ASC,155,28,945,660,920,jpg,named/0906_N's_Zekrom_ASC_155.jpg,by_id/906.jpg
907,Noibat,ASC,156,28,946,660,920,jpg,named/0907_Noibat_ASC_156.jpg,by_id/907.jpg
908,Noivern,ASC,157,28,947,660,920,jpg,named/0908_Noivern_ASC_157.jpg,by_id/908.jpg
909,Erika's Oddish,ASC,1,28,948,660,920,jpg,named/0909_Erika's_Oddish_ASC_1.jpg,by_id/909.jpg
910,Erika's Gloom,ASC,2,28,949,660,920,jpg,named/0910_Erika's_Gloom_ASC_2.jpg,by_id/910.jpg
911,Erika's Vileplume ex,ASC,3,28,950,660,920,jpg,named/0911_Erika's_Vileplume_ex_ASC_3.jpg,by_id/911.jpg
912,Erika's Bellsprout,ASC,4,28,951,660,920,jpg,named/0912_Erika's_Bellsprout_ASC_4.jpg,by_id/912.jpg
913,Erika's Weepinbell,ASC,5,28,952,660,920,jpg,named/0913_Erika's_Weepinbell_ASC_5.jpg,by_id/913.jpg
914,Erika's Victreebel,ASC,6,28,953,660,920,jpg,named/0914_Erika's_Victreebel_ASC_6.jpg,by_id/914.jpg
915,Erika's Tangela,ASC,7,28,954,660,920,jpg,named/0915_Erika's_Tangela_ASC_7.jpg,by_id/915.jpg
916,Scyther,,1,28,955,660,920,jpg,named/0916_Scyther_unnamed_1.jpg,by_id/916.jpg
917,Chikorita,ASC,8,28,956,660,920,jpg,named/0917_Chikorita_ASC_8.jpg,by_id/917.jpg
918,Bayleef,ASC,9,28,957,660,920,jpg,named/0918_Bayleef_ASC_9.jpg,by_id/918.jpg
919,Mega Meganium ex,ASC,10,28,958,660,920,jpg,named/0919_Mega_Meganium_ex_ASC_10.jpg,by_id/919.jpg
920,Tapu Bulu,SFA,6,28,959,660,920,jpg,named/0920_Tapu_Bulu_SFA_6.jpg,by_id/920.jpg
921,Dipplin,SCR,13,28,960,660,920,jpg,named/0921_Dipplin_SCR_13.jpg,by_id/921.jpg
922,Sprigatito,JTG,16,28,961,660,920,jpg,named/0922_Sprigatito_JTG_16.jpg,by_id/922.jpg
923,Floragato,JTG,17,28,962,660,920,jpg,named/0923_Floragato_JTG_17.jpg,by_id/923.jpg
924,Meowscarada,JTG,18,28,963,660,920,jpg,named/0924_Meowscarada_JTG_18.jpg,by_id/924.jpg
925,Capsakid,,12,29,964,660,923,jpg,named/0925_Capsakid_unnamed_12.jpg,by_id/925.jpg
926,Charmander,ASC,20,29,965,660,920,jpg,named/0926_Charmander_ASC_20.jpg,by_id/926.jpg
927,Charmeleon,ASC,21,29,966,660,920,jpg,named/0927_Charmeleon_ASC_21.jpg,by_id/927.jpg
928,Mega Charizard Y ex,ASC,22,29,967,660,920,jpg,named/0928_Mega_Charizard_Y_ex_ASC_22.jpg,by_id/928.jpg
929,Magmar,,20,29,968,660,920,jpg,named/0929_Magmar_unnamed_20.jpg,by_id/929.jpg
930,Tepig,ASC,29,29,969,660,920,jpg,named/0930_Tepig_ASC_29.jpg,by_id/930.jpg
